timestamp,x,y,z,lv_x,lv_y,lv_z,av_x,av_y,av_z
1713351918.5087657,-9104.591796875,6065.02392578125,17805.3359375,0.0,0.0033999999999997574,0.0,-8.085662321743682e-27,-1.9129871185559941e-25,-4.755845182351175e-23
1713351918.5151832,-9105.767578125,6061.49560546875,17801.544921875,0.0,0.0033999999999997574,0.0,8.085662321743716e-27,1.9129871185559935e-25,4.7558451823511767e-23
1713351918.5263054,-9101.0634765625,6063.84765625,17794.59375,0.0,0.0033999999999997574,0.0,8.085662321743716e-27,1.9129871185559935e-25,4.7558451823511767e-23
1713351918.527217,-9108.51171875,6067.76806640625,17788.904296875,0.0,0.0033999999999997574,0.0,8.085662321743716e-27,1.9129871185559935e-25,4.7558451823511767e-23
1713351918.5340438,-9101.0634765625,6076.3916015625,17800.912109375,0.0,0.0033999999999997574,0.0,8.085662321743716e-27,1.9129871185559935e-25,4.7558451823511767e-23
1713351918.5463173,-9112.0400390625,6067.3759765625,17793.328125,0.0,0.0033999999999997574,0.0,-4.240143561240108e-26,2.4178580978643095e-25,3.1705503072190296e-23
1713351918.5471091,-9097.927734375,6071.68798828125,17790.80078125,0.0,0.00339999999999889,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.5506198,-9102.240234375,6071.2958984375,17795.857421875,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.5562186,-9117.919921875,6065.8076171875,17781.953125,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.563533,-9105.767578125,6076.78369140625,17795.857421875,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.568244,-9106.943359375,6073.255859375,17775.6328125,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.5780106,-9099.49609375,6083.44775390625,17806.6015625,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.5819185,-9114.3916015625,6075.2158203125,17781.953125,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.5884328,-9106.16015625,6081.095703125,17785.11328125,0.0,0.0033999999999993237,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.5942652,-9116.3515625,6076.3916015625,17790.80078125,0.0,0.0033999999999993237,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.6007142,-9110.080078125,6085.7998046875,17799.017578125,0.0,0.0033999999999993237,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.605311,-9102.240234375,6077.9599609375,17787.009765625,0.0,0.0033999999999993237,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.6119783,-9102.6318359375,6083.0556640625,17780.689453125,0.0,0.0033999999999993237,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.6185505,-9102.240234375,6085.7998046875,17787.009765625,0.0,0.0033999999999993237,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.625046,-9101.0634765625,6075.60791015625,17782.583984375,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.6309621,-9086.5595703125,6084.6240234375,17773.736328125,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.6367571,-9092.83203125,6075.60791015625,17800.28125,0.0,0.0033999999999997574,0.0,1.7157886645334333e-26,-9.032451598399678e-26,-3.170550307219029e-23
1713351918.6437109,-9099.103515625,6084.6240234375,17781.953125,0.0,0.0033999999999997574,0.0,-6.764498457947343e-26,2.922729077205731e-25,3.170550307219031e-23
1713351918.6505642,-9110.080078125,6083.0556640625,17781.3203125,0.0,0.0033999999999997574,0.0,4.2401435612412404e-26,-1.912987118522836e-25,-3.170550307219029e-23
1713351918.6567006,-9104.9833984375,6093.248046875,17771.208984375,0.0,0.0033999999999997574,0.0,4.2401435612401166e-26,-1.4081161391150966e-25,3.9443045258996273e-28
1713351918.6634407,-9101.4560546875,6090.11181640625,17781.953125,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.6658943,-9097.5361328125,6088.93603515625,17778.16015625,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.6726654,-9089.3037109375,6088.93603515625,17771.83984375,0.0,0.0033999999999993237,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.678938,-9100.671875,6095.99169921875,17769.3125,0.0,0.0033999999999993237,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.6867228,-9093.2236328125,6096.3837890625,17775.6328125,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.6906838,-9093.2236328125,6095.599609375,17784.48046875,0.0,0.0033999999999993237,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.699056,-9090.087890625,6087.759765625,17804.705078125,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.7054362,-9090.4794921875,6096.77587890625,17767.416015625,0.0,0.0033999999999993237,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.7092097,-9099.8876953125,6100.3037109375,17778.16015625,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.7149246,-9090.8720703125,6092.4638671875,17782.583984375,0.0,0.0033999999999993237,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.7204046,-9092.439453125,6106.18408203125,17761.728515625,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.7300332,-9092.83203125,6099.1279296875,17768.681640625,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.7354627,-9084.9921875,6093.6396484375,17758.568359375,0.0,0.0033999999999997574,0.0,2.0194839173653377e-25,-4.0389678349305365e-25,-9.511769250792861e-23
1713351918.7387643,-9081.4638671875,6100.3037109375,17760.46484375,0.0,0.0033999999999997574,0.0,4.240143561240671e-26,-9.032451598068084e-26,-1.585255432086885e-23
1713351918.746648,-9085.775390625,6107.35986328125,17756.041015625,0.0,0.0033999999999997574,0.0,-3.3329211288816105e-26,-1.4081161391814149e-25,-3.170550307219025e-23
1713351918.7545698,-9088.912109375,6099.91162109375,17761.728515625,0.0,0.0033999999999997574,0.0,1.7157886645323103e-26,-1.4081161391814149e-25,-3.170550307219031e-23
1713351918.7584836,-9084.9921875,6109.31982421875,17753.513671875,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.764278,-9090.8720703125,6110.10400390625,17754.14453125,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.770524,-9083.423828125,6119.90380859375,17739.609375,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.776392,-9095.9677734375,6113.23974609375,17761.09765625,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.7837038,-9083.423828125,6118.72802734375,17770.576171875,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.7908545,-9093.2236328125,6108.927734375,17776.896484375,0.0,0.0033999999999993237,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.79628,-9080.2880859375,6117.5517578125,17780.689453125,0.0,0.0033999999999993237,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.8022974,-9082.248046875,6117.15966796875,17759.201171875,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.8083284,-9084.9921875,6114.02392578125,17764.888671875,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.8151057,-9077.5439453125,6114.8076171875,17774.369140625,0.0,0.0033999999999993237,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.820952,-9084.9921875,6115.591796875,17756.671875,0.0,0.0033999999999993237,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.8285253,-9067.744140625,6124.60791015625,17761.728515625,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.8341644,-9084.9921875,6118.3359375,17766.15234375,0.0,0.0033999999999997574,0.0,6.764498457947354e-26,-1.4081161391814146e-25,-3.170550307219031e-23
1713351918.8401892,-9078.7197265625,6134.40771484375,17766.15234375,0.0,0.0033999999999997574,0.0,-6.764498457947352e-26,1.4081161391814144e-25,3.1705503072190325e-23
1713351918.84716,-9083.423828125,6117.5517578125,17757.9375,0.0,0.0033999999999997574,0.0,4.2401435612406326e-26,-1.4081161391813926e-25,-3.170550307219029e-23
1713351918.849333,-9070.8798828125,6122.64794921875,17757.3046875,0.0,0.0033999999999997574,0.0,-4.240143561241196e-26,1.9129871184897073e-25,1.5852554320868866e-23
1713351918.8559008,-9088.51953125,6121.4716796875,17751.6171875,0.0,0.0033999999999997574,0.0,-4.240143561241196e-26,1.9129871184897073e-25,1.5852554320868866e-23
1713351918.8626988,-9082.248046875,6119.90380859375,17754.77734375,0.0,0.0033999999999997574,0.0,4.2401435612411985e-26,-1.9129871184897077e-25,-1.585255432086885e-23
1713351918.8691308,-9077.5439453125,6119.51171875,17742.76953125,0.0,0.0033999999999997574,0.0,-4.240143561241196e-26,1.9129871184897073e-25,1.5852554320868866e-23
1713351918.8755617,-9076.759765625,6138.32763671875,17762.361328125,0.0,0.0033999999999997574,0.0,-4.240143561241196e-26,1.9129871184897073e-25,1.5852554320868866e-23
1713351918.8824475,-9067.744140625,6132.44775390625,17750.353515625,0.0,0.0033999999999993237,0.0,-4.240143561241196e-26,1.9129871184897073e-25,1.5852554320868866e-23
1713351918.8857508,-9078.328125,6131.6640625,17748.45703125,0.0,0.0033999999999993237,0.0,-4.240143561241196e-26,1.9129871184897073e-25,1.5852554320868866e-23
1713351918.8932498,-9069.3115234375,6133.23193359375,17740.240234375,0.0,0.0033999999999993237,0.0,4.2401435612411985e-26,-1.9129871184897077e-25,-1.585255432086885e-23
1713351918.9038765,-9080.6796875,6143.03173828125,17745.296875,0.0,0.0033999999999997574,0.0,4.2401435612411985e-26,-1.9129871184897077e-25,-1.585255432086885e-23
1713351918.9063323,-9067.744140625,6141.07177734375,17752.248046875,0.0,0.0033999999999993237,0.0,4.2401435612411985e-26,-1.9129871184897077e-25,-1.585255432086885e-23
1713351918.9146738,-9075.9755859375,6150.087890625,17749.087890625,0.0,0.0033999999999997574,0.0,4.2401435612411985e-26,-1.9129871184897077e-25,-1.585255432086885e-23
1713351918.9167469,-9066.17578125,6134.015625,17749.087890625,0.0,0.0033999999999997574,0.0,8.08566232174403e-27,2.4178580978643127e-25,3.170550307219032e-23
