timestamp,x,y,z,lv_x,lv_y,lv_z,av_x,av_y,av_z
1713352311.654022,-9058.7275390625,6083.0556640625,17700.42578125,0.0,0.0033999999999993237,0.0,-1.7354862146495298e-26,3.9837544655798405e-26,6.355024009415212e-23
1713352311.6685236,-9063.82421875,6099.91162109375,17732.025390625,0.0,0.0033999999999997574,0.0,4.2598411113573343e-26,-1.4081174052408796e-25,-6.355024009415209e-23
1713352311.6798651,-9066.17578125,6095.2080078125,17714.9609375,0.0,0.0033999999999997574,0.0,-6.784196008064573e-26,1.9129883845490444e-25,4.765942601938003e-23
1713352311.6950629,-9064.607421875,6088.15185546875,17710.537109375,0.0,0.0033999999999997574,0.0,-1.7354862146495298e-26,3.9837544655798405e-26,6.355024009415212e-23
1713352311.7017589,-9061.86328125,6089.32763671875,17708.009765625,0.0,0.0033999999999997574,0.0,4.259841111356772e-26,-9.032464258661496e-26,-4.765942601938004e-23
1713352311.713389,-9054.8076171875,6092.85595703125,17699.16015625,0.0,0.0033999999999993237,0.0,-6.784196008064573e-26,1.9129883845490444e-25,4.765942601938003e-23
1713352311.7245407,-9043.0478515625,6097.16796875,17706.744140625,0.0,0.0033999999999993237,0.0,4.259841111356772e-26,-9.032464258661496e-26,-4.765942601938004e-23
1713352311.73713,-9046.9677734375,6119.51171875,17707.376953125,0.0,0.0033999999999997574,0.0,-6.784196008064573e-26,1.9129883845490444e-25,4.765942601938003e-23
1713352311.747031,-9054.8076171875,6109.7119140625,17703.583984375,0.0,0.0033999999999997574,0.0,-6.784196008064573e-26,1.9129883845490444e-25,4.765942601938003e-23
1713352311.761699,-9057.5517578125,6097.16796875,17720.017578125,0.0,0.0033999999999993237,0.0,-1.7354862146495298e-26,3.9837544655798405e-26,6.355024009415212e-23
1713352311.775169,-9061.4716796875,6097.56005859375,17690.9453125,0.0,0.0033999999999993237,0.0,4.2598411113573343e-26,-1.4081174052408796e-25,-6.355024009415209e-23
1713352311.7837405,-9058.3359375,6110.49560546875,17711.16796875,0.0,0.0033999999999997574,0.0,4.2598411113573343e-26,-1.4081174052408796e-25,-6.355024009415209e-23
1713352311.7938528,-9053.240234375,6115.98388671875,17699.16015625,0.0,0.0033999999999993237,0.0,6.784196008065724e-26,-1.4081174051742587e-25,-3.1768611944607953e-23
1713352311.806247,-9039.912109375,6110.10400390625,17708.009765625,0.0,0.0033999999999997574,0.0,-6.784196008065723e-26,1.9129883844824237e-25,1.5890419644319466e-23
1713352311.8192353,-9042.65625,6123.431640625,17709.904296875,0.0,0.0033999999999997574,0.0,-6.784196008065723e-26,1.9129883844824237e-25,1.5890419644319466e-23
1713352311.8316677,-9039.51953125,6123.0400390625,17706.744140625,0.0,0.0033999999999993237,0.0,-6.784196008065723e-26,1.9129883844824237e-25,1.5890419644319466e-23
1713352311.8455305,-9047.751953125,6121.080078125,17696.0,0.0,0.0033999999999993237,0.0,6.784196008065724e-26,-1.9129883844824242e-25,-1.5890419644319448e-23
1713352311.8548567,-9044.2236328125,6126.9599609375,17676.408203125,0.0,0.0033999999999997574,0.0,6.784196008065724e-26,-1.9129883844824242e-25,-1.5890419644319448e-23
1713352311.8669596,-9037.16796875,6122.64794921875,17670.720703125,0.0,0.0033999999999993237,0.0,6.784196008065724e-26,-1.9129883844824242e-25,-1.5890419644319448e-23
1713352311.8882818,-9058.7275390625,6135.583984375,17680.83203125,0.0,0.0033999999999997574,0.0,6.784196008065724e-26,-1.9129883844824242e-25,-1.5890419644319448e-23
1713352311.8905275,-9058.3359375,6139.11181640625,17683.361328125,0.0,0.0033999999999997574,0.0,4.2598411113579577e-26,-1.408117405074356e-25,1.589120850522465e-23
1713352311.9029233,-9039.912109375,6136.759765625,17674.513671875,0.0,0.0033999999999997574,0.0,4.259841111357961e-26,-1.4081174051409734e-25,-1.589041964431947e-23
